OrderID,Date,Region,Product,SalesRep,UnitsSold,UnitPrice
1272,11/06/2025,north,widget a,j. smith,31.0,54.4
1273,08/04/2025,,Widget A,M. Chen,18.0,29.27
1274,08/07/2025,West,widget a,R. Patel,22.0,194.88
1275,09-12-2025,West,Widget C,j. smith,18.0,161.22
1276,2025-08-06,West,Widget  B,A. Khan,35.0,62.28
1277,2025-02-22,East,Widget C,M. Chen,29.0,122.51
1278,2025-08-07,SOUTH,widget a,M. Chen,29.0,13.26
1279,06-30-2025,West,Widget C,J. Smith,5.0,135.88
1280,27/07/2025,north,Widget B,J. Smith,10.0,170.49
1281,2025-08-13,South,Widget A,A. Khan,50.0,130.81
1282,05/07/2025,north,Widget A,j. smith,10.0,137.42
1283,09/07/2025,West,Widget A,j. smith,9.0,108.24
1284,23/07/2025,SOUTH,Widget C,A. Khan,8.0,10.05
1285,06/04/2025,north,widget a,j. smith,8.0,56.05
1286,05-14-2025,West,Widget B,j. smith,19.0,140.33
1287,2025-09-09,North,Widget B,J. Smith,29.0,38.67
1288,2025-08-16, East ,Widget C,M. Chen,46.0,17.66
1289,05/10/2025,East,Widget B,A. Khan,24.0,104.21
1290,2025-03-04, East ,Widget B,A. Khan,32.0,10.13
1291,10-11-2025,East,widget a,j. smith,9.0,124.33
1292,2025-02-14,East,widget a,R. Patel,34.0,85.11
1293,07-29-2025,North,Widget B,M. Chen,42.0,19.46
1294,08-27-2025,north,Widget C,A. Khan,50.0,112.5
1295,2025-10-28, East ,Widget B,R. Patel,33.0,182.59
1296,2025-01-29,north,Widget B,M. Chen,11.0,
1297,26/04/2025,north,Widget C,J. Smith,17.0,43.28
1298,10/10/2025,South,Widget C,,35.0,23.22
1299,03-28-2025,north,Widget B,A. Khan,43.0,126.77
1300,06-22-2025,North,Widget A,J. Smith,3.0,189.97
1301,23/10/2025,SOUTH,Widget B,j. smith,27.0,125.53
1302,16/01/2025,SOUTH,Widget  B,M. Chen,42.0,191.55
1303,2025-09-05, East ,widget a,M. Chen,30.0,19.23
1304,2025-01-31,West,widget a,R. Patel,30.0,44.78
1305,15/03/2025, East ,Widget C,M. Chen,26.0,30.5
1306,07-09-2025,north,Widget A,M. Chen,16.0,
1307,17/05/2025,South,Widget B,J. Smith,4.0,61.59
1308,07-16-2025,West,Widget B,,21.0,187.08
1309,2025-06-10, East ,Widget B,R. Patel,33.0,96.03
1310,07/06/2025,North,Widget A,R. Patel,33.0,94.16
1311,2025-05-04,north,Widget C,J. Smith,4.0,59.86
1312,29/08/2025,north,Widget A,J. Smith,28.0,
1313,05-16-2025,East,widget a,M. Chen,3.0,83.11
1314,10-19-2025,South,Widget C,,19.0,19.34
1315,16/09/2025, East ,Widget  B,M. Chen,40.0,137.68
1316,2025-03-02,North,widget a,M. Chen,,113.78
1317,2025-07-07,South,Widget  B,j. smith,26.0,102.52
1318,2025-01-24,South,Widget C,R. Patel,34.0,94.11
1319,2025-09-21,East,Widget  B,M. Chen,11.0,
1320,06-03-2025,East,Widget  B,j. smith,35.0,100.52
1321,16/10/2025,West,Widget A,M. Chen,22.0,136.39
1322,08-02-2025,East,Widget A,j. smith,31.0,56.78
1323,10-24-2025,South,Widget A,j. smith,31.0,38.25
1324,2025-07-14, East ,Widget B,,37.0,189.9
1325,2025-02-26,North,widget a,M. Chen,27.0,34.53
1326,15/04/2025,north,Widget  B,R. Patel,48.0,146.84
1327,03-12-2025,South,Widget  B,M. Chen,43.0,98.28
1328,12/07/2025,South,widget a,j. smith,22.0,111.52
1329,05-16-2025,West,Widget B,A. Khan,18.0,113.83
1330,26/04/2025, East ,Widget C,A. Khan,45.0,142.47
1331,12/06/2025,East,Widget  B,M. Chen,19.0,28.77
1332,06/10/2025,West,Widget C,A. Khan,19.0,13.2
1333,10/02/2025,West,Widget C,R. Patel,14.0,44.4
1334,03/10/2025,north,Widget C,A. Khan,7.0,125.06
1335,2025-10-28,South,Widget A,j. smith,15.0,129.4
1336,2025-01-27,West,Widget C,R. Patel,7.0,137.83
1337,2025-03-12,north,Widget B,R. Patel,42.0,187.33
1338,01/09/2025,SOUTH,Widget B,M. Chen,21.0,60.66
1339,2025-01-31,SOUTH,Widget  B,A. Khan,35.0,149.04
1340,2025-01-20,West,Widget B,J. Smith,26.0,158.65
1341,04-06-2025, East ,Widget C,J. Smith,1.0,63.19
1342,24/02/2025,East,widget a,j. smith,34.0,101.31
1343,03-10-2025,West,Widget C,A. Khan,8.0,69.48
1344,08-23-2025,East,Widget B,J. Smith,48.0,70.74
1345,06-01-2025,SOUTH,Widget B,A. Khan,40.0,
1346,27/07/2025,north,Widget C,J. Smith,26.0,135.5
1347,2025-04-05,West,Widget C,A. Khan,1.0,55.85
1348,01/05/2025, East ,Widget C,M. Chen,20.0,118.58
1349,2025-10-21,East,Widget C,A. Khan,4.0,135.22
1350,27/08/2025,South,widget a,j. smith,46.0,155.12
1351,03-02-2025,East,Widget C,j. smith,15.0,47.73
1352,10/03/2025,South,widget a,j. smith,24.0,86.09
1353,09/10/2025, East ,Widget  B,A. Khan,49.0,53.26
1354,02-11-2025,West,Widget  B,M. Chen,5.0,183.86
1355,2025-02-27, East ,Widget  B,j. smith,13.0,116.68
1356,2025-03-18,East,Widget  B,R. Patel,8.0,137.66
1357,26/10/2025,North,Widget  B,R. Patel,4.0,93.42
1358,20/09/2025,West,Widget  B,J. Smith,36.0,95.16
1359,06-07-2025,North,widget a,M. Chen,1.0,150.43
1360,2025-10-24,North,widget a,M. Chen,45.0,17.43
1361,2025-01-31,West,Widget A,M. Chen,,40.1
1362,03-11-2025,SOUTH,widget a,M. Chen,25.0,92.46
1363,13/07/2025,North,Widget  B,A. Khan,42.0,172.76
1364,2025-03-02,north,widget a,j. smith,9.0,146.93
1365,2025-04-25, East ,Widget A,M. Chen,30.0,136.33
1366,06/10/2025,north,widget a,A. Khan,16.0,94.82
1367,21/03/2025,South,Widget A,,43.0,86.75
1368,2025-01-09,South,Widget A,J. Smith,39.0,11.55
1369,2025-01-25,SOUTH,Widget A,,29.0,50.7
1370,2025-04-22,South,Widget  B,M. Chen,15.0,164.08
1371,22/10/2025,north,Widget  B,M. Chen,,63.84
1372,03-15-2025,north,Widget B,R. Patel,20.0,58.66
1373,10-13-2025,SOUTH,Widget B,R. Patel,36.0,101.65
1374,06-26-2025,SOUTH,widget a,j. smith,,140.78
1375,2025-07-29,East,widget a,A. Khan,49.0,109.9
1376,2025-05-04,East,Widget B,R. Patel,4.0,114.67
1377,08-02-2025,north,Widget B,R. Patel,,54.72
1378,06-19-2025,North,widget a,M. Chen,6.0,109.45
1379,2025-04-08,East,widget a,j. smith,39.0,12.71
1380,2025-02-07, East ,Widget  B,j. smith,14.0,98.48
1381,20/06/2025,North,Widget B,A. Khan,48.0,27.88
1382,2025-09-03,SOUTH,Widget  B,A. Khan,26.0,183.45
1383,10/10/2025, East ,Widget C,R. Patel,30.0,109.06
1384,03/07/2025,East,Widget C,j. smith,32.0,95.87
1385,29/08/2025,South,Widget C,M. Chen,27.0,13.91
1386,04-24-2025,South,Widget A,M. Chen,36.0,187.28
1387,10-24-2025,West,Widget C,A. Khan,13.0,69.32
1388,07-14-2025, East ,Widget B,R. Patel,,132.65
1389,22/06/2025, East ,widget a,R. Patel,30.0,37.81
1390,2025-06-30,South,Widget  B,R. Patel,12.0,183.8
1391,10-05-2025,North,Widget  B,J. Smith,5.0,189.31
1392,2025-01-25,West,Widget B,,5.0,142.9
1393,2025-01-05,north,widget a,M. Chen,4.0,125.48
1394,09-05-2025,West,Widget A,J. Smith,,
1395,2025-01-07,north,Widget C,j. smith,19.0,8.34
1396,2025-08-09,North,Widget A,j. smith,10.0,51.99
1397,27/09/2025, East ,Widget C,M. Chen,26.0,20.41
1398,27/07/2025,north,Widget B,A. Khan,20.0,138.39
1399,02-11-2025, East ,Widget A,J. Smith,26.0,78.96
1400,10/10/2025,North,Widget A,,6.0,102.47
1401,08-11-2025, East ,Widget C,j. smith,7.0,179.48
1402,2025-01-22,South,Widget  B,R. Patel,18.0,14.08
1403,02-08-2025,East,Widget  B,j. smith,43.0,11.42
1404,2025-06-11,South,Widget  B,A. Khan,49.0,165.03
1405,2025-07-23,East,Widget B,j. smith,16.0,115.51
1406,07-19-2025,north,Widget C,R. Patel,,149.25
1407,02-10-2025,SOUTH,Widget C,J. Smith,7.0,90.23
1408,08/02/2025,north,Widget  B,j. smith,,193.94
1409,2025-06-17,SOUTH,Widget C,R. Patel,32.0,49.49
1410,11/10/2025,West,Widget B,j. smith,43.0,79.11
1411,2025-06-01,SOUTH,Widget A,J. Smith,18.0,35.07
1412,03-20-2025,West,Widget C,M. Chen,7.0,22.85
1413,07/06/2025,East,Widget C,J. Smith,9.0,22.02
1414,09/08/2025,north,Widget  B,j. smith,27.0,25.14
1415,15/02/2025,north,Widget A,j. smith,39.0,157.97
1416,2025-07-17,East,widget a,,50.0,21.52
1417,2025-10-14,north,Widget  B,A. Khan,44.0,79.24
1418,13/03/2025,East,Widget C,R. Patel,10.0,17.34
1419,11/08/2025,West,Widget C,R. Patel,5.0,75.42
1420,05-07-2025,SOUTH,widget a,j. smith,40.0,43.13
1421,2025-02-24,,Widget A,,22.0,169.11
1422,14/07/2025,West,Widget C,R. Patel,42.0,194.97
1423,11/03/2025,East,Widget  B,A. Khan,31.0,66.27
1424,23/07/2025,East,widget a,j. smith,16.0,68.55
1425,24/05/2025,East,Widget A,j. smith,13.0,120.48
1426,2025-10-07,SOUTH,Widget  B,J. Smith,47.0,95.02
1427,18/04/2025, East ,Widget C,J. Smith,27.0,136.23
1428,03-13-2025,East,Widget B,M. Chen,43.0,35.06
1429,05/08/2025,North,widget a,j. smith,31.0,118.54
1430,10-01-2025, East ,widget a,j. smith,3.0,
1431,07-04-2025, East ,Widget  B,j. smith,41.0,183.31
1432,2025-02-25,SOUTH,Widget C,A. Khan,42.0,124.47
1433,10-16-2025,SOUTH,widget a,M. Chen,28.0,25.66
1434,20/02/2025,South,Widget  B,j. smith,36.0,118.2
1435,2025-10-22,,Widget C,R. Patel,30.0,155.61
1436,2025-09-14,East,Widget A,R. Patel,-7.0,62.61
1437,2025-02-13, East ,Widget B,M. Chen,20.0,71.9
1438,04-16-2025,West,Widget C,R. Patel,7.0,90.44
1439,20/08/2025,North,Widget C,J. Smith,46.0,27.44
1440,06-25-2025,North,Widget B,A. Khan,34.0,39.02
1441,23/03/2025,north,widget a,R. Patel,15.0,160.56
1442,2025-04-05,SOUTH,widget a,,2.0,148.79
1443,12/04/2025,north,widget a,R. Patel,-1.0,142.42
1444,16/04/2025, East ,Widget A,j. smith,7.0,160.9
1445,2025-10-02,East,Widget C,A. Khan,30.0,27.22
1446,09-08-2025,SOUTH,Widget C,j. smith,25.0,124.21
1447,2025-10-28,East,Widget C,R. Patel,40.0,38.64
